title,desc,source,date
‘金牌月嫂’月薪5210元 新手爸妈预约半年,北京的新手爸妈最近很头痛，尤其是想坐月子找“月嫂”帮忙的根本找不到人！中国专门照顾新生儿和产妇的母婴护理员，也就是俗称的“月嫂”，按照等级可分为初级、中级、高级、特级以及月薪超过2万5800人民币（约5210新元）的“金牌月嫂”，但在这样高薪的诱惑下，服务需求量仍超过供应量的3倍，爆发缺工潮。北京某间家政服务公司业者指出，很多月嫂半年前就被预订光了。,Zaobao,2019-03-05
想睡個好覺，該如何挑選適合自己的「枕頭高度」？,"一般來說，身體大的人──或許也可說是頭型較大的人──理想的枕頭高度也會與其成正比而逐漸變高。大致上來說就是因應體格，理想高度大約在5～9公分之間。 標籤: 枕頭, 寢具挑對，好眠能瘦抗老化，記憶力增強, 久保田博南, 五日市哲雄, 睡覺, 枕頭高度",NewsLens,2019-03-05
我认识的英国人如何看待巴黎圣母院火灾？,何越：受人的生命和生活质量最重要的理念影响，我先生马克斯才会说出“幸好没出人命，毁了可以重建”这样的评价。,FT,2019-04-20
《千利休：無言的前衛》：日本人認為褪色、老化、乾涸，是無可取代的好東西,"或許我們生長在水與樹之中的日本人，有種生活上的防禦天性，認為老東西只要留在神聖的境界裡就好。結果我們硬是把所有老東西定位為遙不可及的夢想，把老東西趕出日常生活，放在生活之上。於是這些陳舊、黯淡、不飽和的色調，就高高在上支配著日本人。 標籤: 寺廟修繕, 佛像, 寵物公害, 文鳥, 醍醐寺, 五重塔, 千利休, 赤瀨川原平",NewsLens,2019-04-20
女佣中风入院 雇主难扛6万医药费,女佣突中风入院，好心雇主不忍送她回国又承担不起6万元医药费，左右为难。如今无业的苏先生（61岁）一年多前请来了印尼女佣阿妮（37岁）照顾独居的94岁老父亲，两人一年半来相处融洽。,Zaobao,2019-04-20
台灣邁入高齡社會 陳其邁：長照就是媽祖,近日媽祖話題正夯，行政院副院長陳其邁今天表示，台灣社會正面臨快速老化問題，未來「長照就是媽祖」，照顧失能老人的照顧員則是幕後英雄，盼將長照資源深入社區，嘉惠民眾。,芋傳媒,2019-04-20
2岁女脑退化 淡忘刚学过的技能,一名只有2岁的女童米莲，患上罕见隐性遗传病“贝敦氏症”（Batten Disease），俗称为“儿童脑退化症”。患者神经系统逐渐受破坏，身体慢慢衰退，将学过的技能一一淡忘，最后连吞咽、呼吸的能力都失去。她的母亲痛心地形容“疾病逐点逐点带走我的女儿”。 医学资料指出，儿童患者约在2岁会出现癫痫，之后慢慢失明，到3岁会失去活动能力，活不过童年。,Zaobao,2019-04-11
為何1/4的日本年輕人沒有性經驗？研究證實「與社經地位高低有關」，學者：有錢才好辦事,日本新生兒數量逐年遞減、65歲以上銀髮族占人口總數27.7%，人口老化與少子化兩大問題，長久以來一直是日本政府關注的焦點。日本東京大學和瑞典卡羅林斯卡學院的團隊，8日在英國醫學雜誌《BMC公共衛生》上發表的研究結果顯示，日本18至34歲的成年人中，有近四分之一的人沒有異性間的性經,風傳媒,2019-04-11
地球人口迅速老化：當這個世界的老人比嬰兒還多，孩子們將面對怎樣的未來？,人類遇到了一個空前大變局：世界上老年人的數量超過了嬰幼兒。這意味著人類社會進入了一個老人比娃娃多的時代。背後助推的是一個全球大趨勢：壽命延長而生育減少；這個趨勢在許多國家持續了幾十年，而且今後幾十年還將繼續。2018年底，地球上有7.05億老人，6.8億嬰幼兒。問題是，這個趨勢對,風傳媒,2019-04-11
专访:你吃对了吗?垃圾食物比香烟更致命,最新研究报告指出，饮食习惯不良对健康造成的损害比吸烟等风险因素更大。德国营养学家接受德国之声专访，分析危害现代人健康的饮食坏习惯。,DW,2019-04-11
又是抑郁症？山东一官员自杀身亡,"中国再发生官员自杀事件。 
 澎湃网星期三报道，中共茌平县县委书记张琳9日在家中自杀身亡。据张琳亲属介绍，张琳患有抑郁症病史，长期服用抗抑郁药物。具体原因正在进一步调查中。 
 去年至今，已有10多名中国官员自",RFA,2019-04-11
企业预计数字化转型成2019年第一大风险因素,根据周三新发布的一份研究报告，企业董事及高管们感觉明年的营商环境将变得更加凶险，也越来越担心数字化转型带来的运营挑战。,WSJ,2018-12-07
继承衣钵？ 陈茵媺女儿有个选美梦,陈茵媺与老公陈豪育有三个宝贝儿女，陈茵媺已淡出幕前，专心照顾家庭，一家幸福满溢。 陈茵媺全家福。（互联网） 她昨日（14日）在IG分享一张拼图，女儿Camilla头戴小后冠，金色辫子，手执权杖，又配有戒指和颈链，露出甜美笑容。对比两张图，母女有如饼印， 甚有妈妈当年成为港姐冠军时的风范。,Zaobao,2019-03-16
神奇的蘑菇 多吃有可能保持大脑年轻,你喜欢吃蘑菇吗？研究人员说，蘑菇可能对延缓智力衰退有帮，因此有助于预防失智症（俗称老年痴呆症）。,BBC,2019-03-16
外交部：新西兰枪击事件 无新加坡人受伤,我国外交部发文告指出，目前没有新加坡人在克莱斯特彻奇的枪击事件中受伤。外交部与新加坡驻新西兰惠灵顿的最高专员公署已联系所有在当地并向外交部注册的新加坡人，目前没有新加坡人在事故中受伤。外交部在文告中说，新加坡强烈谴责发生在克莱斯特彻奇两座回教堂的恐怖袭击事件，并向死难者家属致哀，也希望伤者早日康复。,Zaobao,2019-03-16
走近委内瑞拉边界：人道救援物资何去何从？,西蒙·玻利瓦尔国际大桥连接着哥伦比亚的库库塔市和委内瑞拉的塔奇拉州，每天都有很多委内瑞拉人越过这座大桥并且在问：“接下来会如何？” 50多吨的人道救援物资已经运抵边界，但是目前还不清楚如何能够把这些食品和药物送到委内瑞拉人手中。,VOA,2019-02-12
葛莱美捧两奖 女神卡卡喜极而泣,女神卡卡于葛莱美颁奖典礼上连捧两奖暴哭。第61届葛莱美音乐奖颁奖典礼本地时间今早于洛杉矶举行，由灵魂歌艾莉西亚凯斯（Alicia Keys）担任主持人。由于奖项众多，典礼开始前已先揭晓部分得主，女神卡卡（Lady Gaga）以“Joanne”荣获最佳流行演出，今早她又接着凭主演的电影《星梦情深》（A Star Is Born）主题曲“Shallow”开胡，与布莱德利库柏（Bradley Cooper）获颁最佳流行合唱演出，库柏在伦敦参加英国奥斯卡而缺席，她喜极而泣：“我希望布莱德利能到场和我一起获奖。”她也特别感谢能演出一部关注心理健康的电影，“很多艺术家都有这方面的困扰，而我们要照顾彼此”。,Zaobao,2019-02-12
贝亲推无需冲洗的泡沫臀部清洗剂 轻松照顾无法入浴的人士：朝日新聞中文网,贝亲(Pigeon)面向卧床不起等每天无法入浴的人们，在全国范围内推出护理产品“轻柔泡沫臀部清洗剂”(日文为:泡がやさしいおしり洗い)。,Asahi,2019-02-12
狮城情侣涉台湾弃婴案 台媒：女婴断气前活一天,台媒惊爆，女婴从出生到断气，相信至少活了24小时，究竟是蓄意杀婴，还是疏于照顾致死，将成调查关键。根据台湾东森新闻报道，法医将女婴肺脏、肾脏等器官放到水里观察，初判女婴被丢弃时还有生命。此外，女婴整个小肠的十二直肠都浮起来，依这样的观察，可推算出女婴至少活了24小时。,Zaobao,2019-03-28
空汙傷腦再添一例 青少年精神疾病風險大增,除了失智、損害智力，空汙亦可能增加精神病機率.空氣汙染不僅恐致呼吸道疾病、造成身體發炎、增加失智風險，最新研究發現，空汙也大幅增加了青少年出現精神疾病的機率。,TWNews,2019-03-28
日本妇生足12 孩子 日开5次洗衣机 月吃60公斤食物,电影中常会有主角说要和爱人生下一支足球队，日本有一个家庭真的做到﹗日本琦玉县47岁的漆山亨和42岁的妻子漆山佳月目前就育有六子六女，长子20岁，最小的只有1岁。据报道，爸爸于市内经营美容院，妈妈于店内任职美容师和照顾一家14口的生活。由于人数众多，每天要开4至5次洗衣机才能把所有衣服洗净。衣柜也特别设计将储物空间延伸至天花板，而每个月能够吃掉近60公斤的食物。,Zaobao,2019-03-28
痛风患者 哪类食物得少吃？,一些老年人有关节疼痛的问题，并把它当成老化，不当一回事。本地专科医生提醒，关节疼痛也可能是痛风的症状，严重的话可引致关节变形，不容忽视。莱佛士内科医疗中心风湿关节科顾问医生张荣耀接受《活得好》访问时说，痛风是一种关节炎症，40岁以上的男性最常见。痛风的症状包括关节疼痛、红肿和发烫。患者几乎都是急然病发，而且一发作起来就病情严重，症状较常在夜晚从大脚趾的关节开始。,Zaobao,2019-03-28
从纸版到数码电子报 读报数十载拉近三代人关系,母子分隔两地，一个居住在印度尼西亚老家，一个在新加坡打拼，每几个星期才能一家团圆。但只要心系彼此，加上科技的辅助，再遥远的距离都不成阻碍。64岁的餐厅总经理吴德鸿出生于印尼，1984年来新工作，从此在新加坡落地生根。母亲吴秀凤多年来常常飞来新加坡探望儿子，孙子出生后，也一度长期居住在新加坡帮忙照顾孙子。三代人在同一屋檐下享天伦之乐时，吴母也开始培养了天天阅读《联合早报》的习惯。,Zaobao,2019-03-28
飲酒助心血管觀念過時 專家：喝愈多壽命愈短,老一輩常說，一天喝 2 杯紅酒對心血管有益，卻不知這觀念早已過時。長期研究酒精危害的專家表示，喝酒不僅無助健康，還會增加致癌、失智等風險，喝愈多平均壽命愈短。,芋傳媒,2019-05-09
失智長者迷途 北市警尋回助姊弟團圓,高雄一對年近 7 旬的李姓姊弟日前北上幫就醫家人辦理出院手續，不料罹患失智症的 65 歲李姓男子竟在姊姊休憩時走失，警方接擭通報後立即調閱監視器追查，成功幫助姊弟團圓。,芋傳媒,2019-05-06
“黄背心”给马克龙上了一课,斯蒂芬斯：对民粹主义的最佳回应是一份在经济上具有包容性的社会契约，照顾被技术进步和全球化推到一旁的人群。,FT,2019-01-29
【插畫】突然記不起時間地點，是中風還是失智？,"雖然突然失憶是相當嚇人的事，不過日後發生腦中風、癲癇和死亡的機率，並沒有比一般人高，經過適當的檢查判斷，神經科的醫師診斷是「暫時性全面失憶症」的話，就可以安心。 標籤: 暫時性全面失憶症, 失憶症, 失智, 中風, 檢查, 復健, 秒懂家醫科",NewsLens,2019-01-29
颜金勇对爱之病病患资料外泄事件道歉,针对万余名爱之病病患的个人资料遭人外泄的事件，卫生部长颜金勇郑重地道歉，并承诺会进一步加强卫生部的资料库和数据系统等的保安措施，防止人们能滥用数据。此外，他也表示，目前最重要的是照顾到受影响病患，而卫生部已在积极联络这些病患，为他们提供必要的援助，也已设立热线让他们可随时拨打，也可寻求辅导援助等。,Zaobao,2019-01-29
社论：慎用公共资源治理宠物服务业,我国社会越来越富裕，越来越多人饲养宠物，推动本地宠物服务业蓬勃发展。宠物店、宠物酒店、宠物美容等如雨后春笋般冒出头来，相关业者、宠物饲主和关爱动物人士也逐渐形成一股利益团体。我国一方面在治理宠物服务业方面还有进步的空间，但另一方面也要警惕宠物权益的过度膨胀。我国面对人口老化、社会不平等问题加剧的挑战，有限的公共资源须谨慎规划使用。,Zaobao,2019-01-11
加來道雄《離開太陽系》：當人類終於能永生不朽，接下來會發生什麼事？,"倘若有一天，科技能藉由神經元對神經元、一點一滴複製你的大腦，保存你所有的記憶和感受，屆時會發生什麼事？ 標籤: 離開太陽系, 加來道雄, 物理學, 老化, 永生, 人口過剩, 糧食危機, 數位永生, 人腦聯結體計畫, 光遺傳學",NewsLens,2019-01-11
中榮推日間「老幼共托」 長者健康顯著進步,中部地區第一間公立醫學中心「老幼共托」的日照機構，收治日常生活功能評估，平均四、五級的失智失能長輩，最高的還有收到七級。透過老幼共托、結合醫學中心資源，日照中心的老長輩，在情緒、健康及延緩老化的...,PTS.org.tw,2019-06-20
賴清德談參選初衷 要讓台灣發展更好,前行政院長賴清德今天表示，台灣面臨少子化、人口老化等問題，他唯有崛起，與民眾共同面對挑戰、並成功因應，要讓台灣走得更遠、發展更好。,芋傳媒,2019-05-05
称一餐只吃三口饭 女佣上网诬陷雇主虐待,声称不敢跟雇主要求额外食物，女佣竟上网指被雇主“虐待”，一餐只吃三口饭！雇主成了“虐佣人”还不知情，直到人力部来电话说要找女佣，她才如梦初醒！女雇主林太太（40岁，数码产品经理）告诉《联合晚报》，她去年六月请了来自菲律宾的25岁女佣萝莎，照顾患癌的家翁和五岁儿子。,Zaobao,2019-05-05
中美旅游前总裁起诉情妇和女儿案 伍光炎曾三立遗嘱,中美旅游前总裁伍光炎起诉情妇和女儿案续审，庭上揭露伍光炎曾三立遗嘱，从把遗产五五分给情妇和私生女变成不留一分钱给情妇。诉方说这充分显示伍光炎无意把资产转给情妇郭瑞彬，但辩方认为伍光炎的新遗嘱没把郭瑞彬列为受益人，是因他早已把股份转让给她，已没什么可给郭瑞彬了。　已失智的中美旅游前总裁伍光炎（80岁）由妻儿代表，越堤来新起诉他的情妇郭瑞彬（66岁）和女儿伍逸梅（32岁），要向她们追讨价值约2000万元的资,Zaobao,2019-07-11
蛋白质如何折叠？发现者获颁德国医学奖,德国生物化学家哈特尔及美国学者霍里奇在阿尔茨海默症及帕金森氏症的研究中取得卓越成就，获颁德国知名医学奖——达姆施泰特奖。,DW,2019-01-21
看見百萬難民就痛罵梅克爾，但他們替德國創造了「難民經濟」,"德國因為過去人口老化，醫療支出多於收入，但自有難民以來，難民多是年輕人口，醫療開支相對少，而他們現在已經在墊付的退休金，也讓長年退休金虧損連連的情況如遇春雨。 標籤: 德國, 難民, 梅克爾, 語言訓練, 移民法, 津貼",NewsLens,2019-01-21
失智阿嬷幼儿园接女儿 女儿泪崩：我30年前已毕业,中国南京一间幼儿园报警，称门口有位老奶奶走失，后来警方查悉，原来84岁的老人家罹患失智症，记忆停留在女儿读幼儿园的场景，于是自己跑去幼儿园“要接女儿放学”。事件中的女儿寻获老母时，流着泪说自己是家里唯一的女儿，妈妈生她时已经年纪很大了，对她百般呵护。后来妈妈得了失智症，却依然记得接她放学，但那都已经是30多年前的事了。,Zaobao,2019-01-18
高雄中正大順路口突現坑洞 1人摔傷送醫,昨天傍晚，高雄中正、大順路口突然塌陷，出現平均深度約1.8公尺的坑洞，害一名民眾受傷送醫，市府研判是汙水管老化、鬆脫，今天上午也前往現場開挖，要將管線重新修繕後再回填。...,PTS.org.tw,2019-05-22
「憤怒」與老年人健康有關，很可能導致發炎和慢性疾病,"《心理學與老化》（Psychology and Aging）期刊最近刊登了一項小型研究，研究指出，比起悲傷，憤怒和老年人健康問題的關聯更深，很可能導致發炎反應和慢性疾病。 標籤: 憤怒, 情緒, 難過, 悲傷, 老年人, 發炎, 慢性疾病",NewsLens,2019-06-07
受访不耐烦、被章子怡袁咏仪孤立？ 《延禧攻略》最美妃子身陷负面风波,去年在人气电视剧《延禧攻略》里扮演最美妃子的中国女星张嘉倪，近日被爆“耍大牌”，更扯出她在人气真人秀《妻子的浪漫旅行2》中被其他人妻女星孤立。张嘉倪最近接受搜狐网访问时被问，在《妻2》里“有没有像妹妹一样被照顾的感觉”，她竟然冷漠的说：“我没有特别的这种感觉。”,Zaobao,2019-04-03
中国全面管制芬太尼，为新一轮美中贸易谈判示好,中国宣布将把所有芬太尼类药物列为管制品。此举相信是在新一轮中美贸易谈判前，向美国伸出橄榄枝。,BBC,2019-04-03
助同志儿圆梦 61岁母代孕诞孙女,美国内布拉斯加州一名母亲，为了完成同性恋儿子成家立室的心愿，竟同意担任代母，上周一诞下自己的孙女。61岁的塞西尔获悉儿子埃莱德以及其伴侣多尔第有筹组家庭的念头，但体外人工受孕费用高昂，这名母亲自动请缨代孕，医生配给她荷尔蒙药物，让本已停经的她再次来经。与此同时，多尔第的一名姐妹捐出卵子。医生逐将埃莱德的精子与卵子结合，再植入塞西尔体内。,Zaobao,2019-04-03
中国宣布全面管制芬太尼,中国将芬太尼的所有变异列入管制目录，履行了习近平对特朗普的承诺。芬太尼出口长期以来是中美关系紧张的原因之一，美方认为中国对美国阿片类药物泛滥负有责任。,NYTimes,2019-04-03
哪些体质较易患糖尿病？,彭博社研究显示，2010年至2017年间，糖尿病患者的增幅为4%，除了人口老龄化，不健康的生活方式和习惯也是关键因素。有鉴于此，国人更应积极对抗糖尿病，预防患病。《新明日报》“活得好”请莱佛士中医的苗萌中医师，以中医的角度谈糖尿病的患病导因，以及哪些体质的人较易患病。苗萌中医师指出，中医认为糖尿病的导因一般可分为：,Zaobao,2019-04-03
美国欢迎中国管控芬太尼 史密斯议员呼吁切实实施,美国缉毒局对中国把芬太尼类物质列为管控药物的决定表示欢迎，并期待与中国继续合作遏制这些致命的毒品从中国流入美国。不过，美国众议院议员史密斯表示，如果不能切实实施，这项决定则毫无意义。,VOA,2019-04-03
新加坡航空因发动机问题停飞两架波音787,新加坡航空发现，其波音787-10机队的部分罗尔斯•罗伊斯Trent 1000 TEN发动机的叶片过早老化。,FT,2019-04-03
交流站：年长者护理服务有待改进,我的母亲今年95岁，虽然心智健康，但行动不便，白天全家外出工作和上学，为了确保她能得到适当的照顾，我探索了几种可行的途径。第一选择便是聘请帮佣全天照料。然而，由于居住的三房式组屋只能容纳一家五口（包括两个成年儿子），女佣的住宿成了一个棘手问题。再者，除了常听到的沟通障碍，老人家被虐待的事件时有所闻，请错帮手不但没法解决问题，还会因此添加麻烦。我于是努力尝试寻找另一个长期方案——年长者护理中心（Senior Care）。,Zaobao,2019-01-02
簡媜：重新學習「老病死」，在宅醫療是「天使在做的事」,"簡媜形容，進入都會社群，人與人之間的連結處於脆弱的虛線狀態，不如以往農業社會盤根錯節、蜘蛛網式密集的網絡；如果在宅醫療理念順利實施，便能將虛線實線化、彼此連結，是很了不起的志業。 標籤: 簡媜, 在宅醫療, 老化, 醫病溝通",NewsLens,2019-01-02
张海清：韩国瑜，看你的了！,台湾九合一选举落幕，最受瞩目的国民党候选人韩国瑜击败民进党对手陈其迈，成功翻转高雄当上市长。选前人气红不让，韩国瑜选后依然受到媒体追捧，魅力丝毫没有减退；从他挑选市政府的“小内阁”成员，到就职典礼、出席各种公开活动，皆受到民众的检视，大家都在关注他的每一个布局，看他是否真能把高雄提拉起来，还是空打嘴炮而已。,Zaobao,2019-01-02
本庶佑身穿和服出席诺贝尔颁奖仪式 获生理学或医学奖：朝日新聞中文网,今年的诺贝尔奖颁奖仪式已于10日在瑞典首都·斯德哥尔摩等地举行。在开发癌症治疗药物方面有了新发现的京都大学特别教授·本庶佑(76岁)等人被授予生理学或医学奖。,Asahi,2018-12-12
硬塞指天椒 打伤女童头 女佣虐童坐牢六个月,只因女童尿裤子，不肯练习听写，33岁女佣竟然怒火中烧，明知女童怕吃辣，却硬把指天椒硬塞进女童嘴巴，还用藤条鞭打她，更举起猫抓板打伤她的头，痛得女童嚎啕大哭。案件发生在今年7月27日，33岁的女佣事后被控，昨天（10日）下午认下一项虐童控状，被判监六个月。被告来自印度尼西亚，案发时在女童家工作七年，负责照顾七岁女童和她九岁的姐姐。案发时，女童一家人住兀兰一座组屋。,Zaobao,2018-12-12
中国ASMR播主：我想用声音照顾孤独的人,来自中国重庆的“MT”是中国最有影响力的ASMR播主之一。她对BBC说，很多人在现代社会都会感觉到孤独，ASMR可以用声音给人一种照顾的感觉。,BBC,2019-07-20
卡塔尔探秘：走进超现代精英运动康复机构,世界一流球星和运动健将到波斯湾半岛国家卡塔尔疗伤康复，入住的是同一家配备尖端技术的运动医学机构。,BBC,2019-08-30
女友激吻许志安 马国明沉寂5天憔悴吐心声,许志安背着天后老婆郑秀文偷吃黄心颖，轰动娱乐圈，2人遭外界疯狂挞伐，事发后黄心颖男友马国明态度平静，短暂出面受访后便不再发表意见。沉寂了5天，昨晚（4月22日）他终于更新微博，自拍照看来似乎有些憔悴，让粉丝非常心疼。马国明在自拍照中，微笑望向镜头，贴文似在为自己打气：“继续......努力工作”，寥寥数字，透露了目前的心境。粉丝纷纷留言鼓励，提醒他好好照顾自己。,Zaobao,2019-04-24
官委议员王丽婷新书发布会 邀五女性分享去除社会标签历程,独自抚养儿子的未婚单亲妈妈、争取权益的跨性别人士、康复中的精神分裂症病患、从小扛起照顾重病家人责任的护理者，以及失聪的打击乐手，五名来自各行业的女性共同面对一大难题——社会污名（stigma）。官委议员、社会企业家王丽婷（51岁）昨天在处女作《爱的50个面向：发掘真我》（50 Shades of Love: Unearthing Who We Are，简称《爱》）新书发布会上特意邀请这五名她眼中的“成功人士”，与在场约100名公众分享如何在众人异样眼光中成长并粉碎社会标签的心路历程。,Zaobao,2019-03-23
因應農業缺工 雲林縣爭取開放外籍移工,雲林縣農業產值居全台之冠，卻面臨人口老化、農業缺工等困境，縣長張麗善今天為農民請命，希望農委會與勞動部合作，開放養豬、養禽、農業等類別外籍移工。,芋傳媒,2019-03-23
交流站：医药津贴不应与住院病房挂钩,很多国人都为自己或家人购买医药保险，目的不外是减轻以后看病住院的医药负担。买了医药保险，生病动手术住院，可以选择住B1或A级病房，一切医疗和住院开销都可以用医药保险支付。有些病痛，虽然手术后康复出院，但每隔一年半载还要去医院的专科部门复诊拿药。目前的公共医药援助津贴条例是，一旦住进没有津贴的病房如A级病房，往后复诊时就不能享有医药援助津贴，即使持有建国一代卡或社保援助计划（CHAS）卡。,Zaobao,2019-03-23
勞保年金去年虧損、7年後破產，5個QA看修法後恐「拉低薪資」,"一名民進黨立委也直言，不只下會期不會處理《勞保條例》，在本屆立委任期內，恐怕都不會去動它，「挑在大選前去處理勞保年金改革，無疑是自殺。」 標籤: 勞保年金, 勞工保險局, 年金改革, 勞工保險, 老年年金, 少子化, 人口老化, 立法院",NewsLens,2019-01-27
蓬佩奥呼吁世界支持委内瑞拉反对派，称古俄中支持马杜罗可耻,美国国务卿蓬佩奥敦促国际社会支持委内瑞拉人民，并承认起而反抗有争议的总统马杜罗的反对党领袖胡安·瓜伊多的临时政府。,VOA,2019-01-27
脑癌父坐轮椅 与新娘女共舞,美国亚拉巴马州一名新娘上个月29日举行婚礼，其患有脑癌的父亲虽然身患不治之症，也要坐轮椅亲临见证女儿的幸福。新娘当天拉着父亲的手，跳起自小属于父女俩的舞步，感动全场人，连父亲也老泪纵横。新娘子罗伯茨的父亲吉姆，于去年7月确诊长了胶质母细胞瘤，没有康复希望。罗伯茨甚至不知道，父亲还能否出席她与伴侣巴茨的婚礼，最终其父如愿现身。,Zaobao,2019-01-08
沙特18岁少女逃亡泰国 人权组织紧急声援,泰国当局说，一名年轻的沙特女性在试图从泰国逃往澳大利亚寻求庇护时被拦下，她已经离开曼谷机场，目前受到联合国难民署的照顾。,VOA,2019-01-08
美国安顾问博尔顿：为保证盟友安全 美从叙撤军前须击败伊国组织,博尔顿强调，撤军没有时间表，美国必须确保以色列的防卫及本区域其他盟友的安全，还有照顾那些与美军协同作战对付伊国分子和其他恐怖组织的人员。（耶路撒冷综合电）美国从叙利亚撤军一事又有变化。美国国家安全顾问博尔顿星期天为美国从叙利亚撤军设下先决条件，称必须先击败伊斯兰国组织和保证盟友的安全。博尔顿的谈话意味美国从叙撤军会比总统特朗普早前所说的还要缓慢。,Zaobao,2019-01-08
守護孕婦 每縣市至少一家周產期照護中心,台灣少子化嚴重，產科醫生年齡老化。衛福部將推「周產期照護網絡」，每縣市至少一家重點醫院提供周產期照護中心，照顧高危險妊娠孕婦，並設開放醫院，讓開業產科醫有更多資源。,芋傳媒,2019-01-23
磁疗可以缓解抑郁,抑郁不仅仅是悲伤。这是一种严重的疾病，它会干扰正常的生活和自我价值感，在严重的情况下，它会导致自杀。但是，抑郁症可以通过谈话疗法、药物治疗或两者结合来治疗。还有一种治疗方法可以将磁脉冲直接传送到大脑。,VOA,2019-02-20
面對失智症與長照的巨大壓力，「孝順不可外包」的台灣該如何因應？,"該如何因應失智這個大洪流？最重要的是人力的培養，從專業方面說起，醫師用藥應與時俱進，護理人員要隨時追蹤失智患者及長者復健的進度，不能用急性的眼光去看待它，社工居家服務等照顧方面應完善、周全，以及即將踏入「老年照顧」的莘莘學子們結合現代化科技方式，帶給老人家前所未有、新穎的復健器材及服務。 標籤: 失智症, 高齡化, 長期照護, 照護機構, 長照2.0, 仁愛之家, 約束帶, 自立支援照護",NewsLens,2019-02-20
中國荒謬的生育管制：鼓勵二胎罰三胎？山東夫婦生老三，被罰到連微信錢包都被凍結,中國面臨到人口老化的壓力，開始鼓勵民眾生二胎。但是，對生三胎的人，卻仍徵收高額「社會撫養費」，就連虛擬帳戶也收得一點零錢也不留。山東一對王氏夫婦的遭遇引發眾多網民為之叫屈。山東成武縣一對夫婦在生了第三胎之後，沒能上繳「社會撫養費」，被當地法院凍結財產及財付通，連微信錢包也沒能倖免,風傳媒,2019-02-20
焦点对话：展望特习大阪峰会，谁更需要重开谈判？,美国总统特朗普与中国国家主席习近平本周二通了电话，两人确定将在下星期参加日本大阪举行的20国集团领导人峰会期间举行一次加长会晤。而特朗普与习近平举行会晤前，双方团队将重启自5月以来陷入僵局的贸易谈判。然而，美中双方仍然各说各话。中方表示，双方应在相互尊重、互利互惠基础上通过平等对话解决问题，而且要照顾彼此合理关切。白宫的声明则强调，美中贸易协议应解决双边贸易的结构性问题，以及中方应进行有意义的改革，而且措施应该是可实施和可核实的。在美中即将恢复贸易谈判之际，双方手中各握有哪些王牌？美中这两个世界最大经济体能否最终达成一份贸易协议，从而止住双边关系不断恶化的势头？,VOA,2019-06-22
展望特习大阪峰会，谁更需要重开谈判？,美国总统特朗普与中国国家主席习近平本周二通了电话，两人确定将在下星期参加日本大阪举行的20国集团领导人峰会期间举行一次加长会晤。而特朗普与习近平举行会晤前，双方团队将重启自5月以来陷入僵局的贸易谈判。然而，美中双方仍然各说各话。中方表示，双方应在相互尊重、互利互惠基础上通过平等对话解决问题，而且要照顾彼此合理关切。白宫的声明则强调，美中贸易协议应解决双边贸易的结构性问题，以及中方应进行有意义的改革，而且措施应该是可实施和可核实的。在美中即将恢复贸易谈判之际，双方手中各握有哪些王牌？美中这两个世界最大经济体能否最终达成一份贸易协议，从而止住双边关系不断恶化的势头？,VOA,2019-06-22
美国奥运冠军用帆船治愈老兵,2000年，马格努斯·利耶达尔获得奥运会帆船比赛的金牌。他一生热爱这项运动，并得到回报。在职业运动生涯结束后，他也从未放弃航行 - 如今，他把这项治疗康复运动介绍给缺乏医疗条件的年轻人、美国退伍军人、和残疾人。莉莉娅·阿尼西莫娃见到了这位奥运会冠军。,VOA,2019-06-04
芬太尼列管制药物“芬太尼之战”成功了吗？,中国日前同意将鸦片药物芬太尼列管制药物的消息引发外界极大关注。美国总统特朗普阻止“廉价又致命的芬太尼”涌入美国的行动似乎取得不错的成效。但有外媒报道说，出于购买芬太尼难度低以及监管困难等问题，美国毒品泛滥的情况无法在短期内解决。,RFA,2018-12-05
中国能兑现打击芬太尼的承诺吗？,中国承诺打击流向美国的芬太尼药物出口，并与美国分享信息，但并未具体说明将采取哪些措施及如何处罚违反禁令者。中国化学工业的规模令问题复杂化。,NYTimes,2018-12-05
台中清水兩校運動設施損壞嚴重 教部允協助改善,立法院副院長蔡其昌今天邀教育部與台中市政府教育局等單位，會勘清水區兩所國小，校內運動設施因老化或土壤液化嚴重，影響師生與居民運動安全，教育部允諾協助改善。,芋傳媒,2019-05-17
婴儿潮一代对特殊营销不买账,斯卡平克：企业曾经设想的人口老龄化所带来的销售机遇并未成真，婴儿潮一代对企业营销并不言听计从。,FT,2019-05-16
无需针头仅使用光照注射药物的设备面世,,Joins,2019-06-08
《驚奇隊長》的特效「回春術」：福瑞局長是如何變年輕的？,"去除老化，是一個既細緻又耗時的過程。特別是《驚奇隊長》中，Samuel Jackson並非只是客串，而是擔綱主要角色貫串全片；這意味著此次的減齡作業，不論是「質」還是「量」，對Lola VFX來說都會是格外艱鉅的任務。 標籤: 電影, 特效, Samuel Jackson, 驚奇隊長, Lola VFX",NewsLens,2019-06-08
杨恒均在中国遭单独关押服用不明药物,据《澳大利亚人》和澳广等媒体报道，遭中国当局以“危害国家安全”为由拘捕的澳大利亚籍作家、亲民主人士杨恒均，目前被单独关在无窗、24小时亮灯的房间，时刻受到监视。而他的好友、澳大利亚中国问题专家冯崇义教授透露，杨恒均身体出现以前从未有的状况，当局给他服用不明药物。,VOA,2019-03-31
