tweet,date
"Caregiving Takes Hefty Financial Toll, But Help Is Available http://n.pr/1t9Ku5O",2014-07-05 21:20:35+00:00
How Your State Rates In Terms Of Long-Term Care http://n.pr/1lGAY02,2014-06-19 04:20:06+00:00
Former Model B. Smith Reveals Diagnosis Of Alzheimer's Disease http://n.pr/1kN3mlf,2014-06-07 16:07:40+00:00
How To Shop For Long-Term Care Insurance http://n.pr/1k0YmZN,2014-05-28 07:30:07+00:00
"Medicare Pays For Alzheimer's Screening, But Do You Want To Know? http://n.pr/1kSSAbT",2014-05-06 14:34:39+00:00
Gene Linked To Alzheimer's Poses A Special Threat To Women http://n.pr/1gxOsND,2014-04-14 21:46:07+00:00
Why Alzheimer's Hits Women Harder http://n.pr/1jCiUFs,2014-03-25 15:30:07+00:00
Alzheimer's Diagnosis Expanding To Catch Early Warning Signs http://n.pr/1j8f46F,2014-03-19 22:48:34+00:00
Alzheimer's Estimates Draw Attention To How The Disease Is Defined http://n.pr/1emxDnI,2014-03-19 20:11:38+00:00
'Bluish' Light May Help Alzheimer's Patients Find Bearings http://n.pr/1fA30ry,2014-02-19 21:57:51+00:00
Vitamin E Might Help Slow Alzheimer's Early On http://n.pr/JImjpm,2013-12-31 23:20:17+00:00
"Concussions May Increase Alzheimer's Risk, But Only For Some http://n.pr/Kab3Ub",2013-12-27 18:23:13+00:00
"Despite Early Stages, Alzheimer's Affects Couple's Big Picture http://n.pr/1eYwgg8",2013-11-16 10:49:55+00:00
"For A Father With Alzheimer's, Life 'Came Down To Love' http://n.pr/HeZcSj",2013-10-22 07:45:26+00:00
"Family Caregiving Can Be Stressful, Rewarding And Life-Affirming http://n.pr/1apHx20",2013-10-16 19:13:25+00:00
Why A Peanut Butter Test For Alzheimer's Might Be Too Simple http://n.pr/GSpJ8F,2013-10-11 21:51:13+00:00
Even Mild Strokes Take A Toll On Quality Of Life http://n.pr/17nZwDX,2013-10-09 20:24:18+00:00
"For Middle-Aged Women, Stress May Boost Alzheimer's Risk http://n.pr/16ViVfq",2013-10-01 19:31:23+00:00
"For Middle-Aged Women, Stress May Boost Alzheimer's Risk http://n.pr/16VcnNL",2013-10-01 18:59:51+00:00
Report: Cases Of Elderly Dementia To Nearly Triple By 2050 http://n.pr/1fe6Zgf,2013-09-19 22:31:17+00:00
Alzheimer's Potential Missing Link http://n.pr/19qCf7F,2013-09-06 20:48:27+00:00
A Single Protein May Help Explain Memory Loss In Old Age http://n.pr/158IJVp,2013-08-29 20:53:33+00:00
Study Correlates Copper Intake and Alzheimer's in Mice http://n.pr/16ovH5w,2013-08-23 17:55:20+00:00
"Dementia Test Tweaked For Gen X: Hirohito Out, Oprah In http://n.pr/14qjmgk",2013-08-12 21:27:21+00:00
Are We Ready For  A Massive Aging Population? http://n.pr/15vfuuT,2013-08-12 17:04:43+00:00
Can Chocolate Boost Brain Health? Don't Binge Just Yet http://n.pr/15fIruG,2013-08-08 17:59:50+00:00
Can Elderly Patients With Dementia Consent To Sex? http://n.pr/1bGLyo6,2013-07-22 20:24:47+00:00
Studies Show Evidence Of Falling Dementia Rates Abroad http://n.pr/13PAxaG,2013-07-21 21:40:16+00:00
"Despite Alzheimer's, Couple Holds Tight To Old Memories http://n.pr/15Qryrs",2013-06-29 10:41:26+00:00
Depression May Increase The Risk Of Dementia Later On http://n.pr/19jiNxt,2013-06-24 07:06:55+00:00
Studies Question Potential Alzheimer's Treatment http://n.pr/11iPp62,2013-05-24 17:18:16+00:00
"Alzheimer's Cases Rise, But Hope Remains http://n.pr/14hDAMg",2013-05-18 21:57:03+00:00
How Exercise And Other Activities Beat Back Dementia http://n.pr/102HEBU,2013-04-15 07:32:34+00:00
Genetically Modified Rat Is Promising Model For Alzheimer's http://n.pr/ZBYjfx,2013-04-09 21:26:09+00:00
Alzheimer's 'Epidemic' Now A Deadlier Threat To Elderly http://n.pr/XXUUqu,2013-03-19 07:17:55+00:00
Women To See Higher Prices For Long-Term Care Insurance http://n.pr/V5RE9N,2013-02-26 18:32:06+00:00
Will Your Long-Term Care Coverage Keep Up With Changing Times? http://n.pr/WYu79Q,2013-02-05 15:06:53+00:00
Should Medicare Pay For Alzheimer's Scans? http://n.pr/U3nhkW,2013-01-31 18:36:48+00:00
Dementia Takes The Stage In 'The Other Place' http://n.pr/10mDvav,2013-01-18 18:47:34+00:00
Using Genetics to Target Cancer's Achilles' Heel http://n.pr/VQtgp9,2013-01-11 17:30:40+00:00
Speaking More Than One Language Could Prevent Alzheimer's http://n.pr/ZMSev0,2013-01-10 21:51:15+00:00
Alzheimer's Drug Dials Back Deafness In Mice http://n.pr/XNYwKF,2013-01-09 19:39:34+00:00
"Despite Uneven Results, Alzheimer's Research Suggests A Path For Treatment http://n.pr/Ve1eCW",2012-12-26 20:26:45+00:00
The Looming Dementia Crisis http://n.pr/11dPwNa,2012-11-28 19:37:01+00:00
Treatment For Alzheimer's Should Start Years Before Disease Sets In http://n.pr/RE0QvZ,2012-10-17 22:19:41+00:00
States Iron Out The Kinks In Long-Term Care Insurance http://n.pr/QTXohi,2012-10-17 08:06:51+00:00
"Weighing Politics At Work, Wife's Dementia At Home http://n.pr/RYjGSJ",2012-09-17 16:23:39+00:00
What You Should Know About Early-Onset Alzheimer's http://wp.me/p2yZYB-uol #StillAlice,2015-01-14 00:15:19+00:00
Robin Williams Had Common But Hard-to-Diagnose Form of #Dementia --&gt; http://ow.ly/EdQIh #lewybody #brain,2014-11-13 17:49:25+00:00
"Saturated fat in diet shifts brain chemistry, may increase #Alzheimer's risk http://wp.me/p2yZYB-lPp",2013-06-18 15:15:33+00:00
Irregular heartbeat may speed #memory loss with age #atrialfibrillation http://wp.me/p2yZYB-lDb,2013-06-05 21:21:02+00:00
"Here are 22 ways to eat like a Greek Islander and help lower heart disease, obesity, cancer, and Alzheimer's rates. http://ow.ly/kMQKu",2013-05-07 15:16:13+00:00
Mediterranean Diet Might Help Stave Off Dementia http://wp.me/p2yZYB-l3B,2013-04-29 20:59:57+00:00
RT @fitfluential: Midlife Exercise May Help Prevent Dementia Later On http://ow.ly/hrUh4 via @goodhealth #FitFluential #MOVE,2013-02-06 15:36:40+00:00
Yes! Exercise in your 40s and 50s may help prevent dementia later on #healthyaging #exercise http://wp.me/p2yZYB-jF4,2013-02-05 17:35:16+00:00
This was a surprise -- age-related memory loss greater in men? Is anyone else surprised? http://ow.ly/8H9Vk,2012-01-26 16:55:08+00:00
RT @cnnhealth: How to cut your risk of memory loss http://bit.ly/tQNfxQ,2011-11-09 15:45:01+00:00
#Diabetes dramatically increases risk of developing #Alzheimers or other dementia later in life according to new study: http://bit.ly/p58vRD,2011-09-21 13:36:19+00:00
RT @cnnhealth: Staying on the job with early Alzheimer's http://bit.ly/pRicE4,2011-08-25 19:10:34+00:00
"How women can wipe out Alzheimer's, from @mariashriver.  http://cnn.it/1AklXJQ http://pbs.twimg.com/media/B__sQMiUUAAGMre.jpg",2015-03-13 23:00:22+00:00
"RT @CNNOpinion: Women can defeat #Alzheimers, says @mariashriver. #WipeOutAlz challenge will make it happen. http://cnn.it/1AklXJQ http://…",2015-03-13 21:24:57+00:00
Can you reverse Alzheimer's? Some scientists are starting to think it's possible. Here's how http://cnn.it/1B132oN,2014-12-09 15:09:02+00:00
"RT @laurakennett: @cnnhealth All social policy is health policy: education, housing, transportation...it all affects quality of life and he…",2014-11-04 13:48:30+00:00
"RT @ElinSilveous: @cnnhealth @RANDCorporation For me, caregiving for my Mother was priceless. Costly, yes. But priceless opportunity. :)",2014-10-27 15:18:41+00:00
"You lose your keys, or misplace the TV remote. It's just old age, right? Maybe not: http://cnn.it/ZPZwAQ #dementia @alzassociation",2014-09-25 14:00:22+00:00
Our #Alzheimers discussion on #SandysStory is about to begin! Join us here: http://cnn.it/1v9lg4d http://pbs.twimg.com/media/ByOsnpyIYAAZ-fm.jpg,2014-09-23 18:50:11+00:00
"If you had #Alzheimers would you tell family, friends? Join us for a chat w/ @alzassociation at 3 PM ET here:  http://cnn.it/1v9lg4d",2014-09-23 17:30:15+00:00
Do you or a loved one have #Alzheimers? Join us at 3 PM ET for a chat w/ @alzassociation here: http://cnn.it/1v9lg4d,2014-09-23 13:31:40+00:00
Sandy lets @CNN follow as his memory deteriorates. Would u share #Alzheimer diagnosis? Tell us http://cnn.it/1v9lg4d http://pbs.twimg.com/media/ByKjbZgIYAA0eRO.jpg,2014-09-23 00:00:22+00:00
If you had #Alzheimers would you hide or share your diagnosis? Join  @CNN @alzassociation Tues 3 pm ET to discuss http://cnn.it/1v9lg4d,2014-09-22 20:23:29+00:00
RT @AlzNorCalNorNev: 10 warning signs of Alzheimer's: http://www.cnn.com/2013/07/18/health/alzheimers-warning-signs/ via @cnnhealth,2014-09-17 19:29:29+00:00
44 million people are living w/ #dementia. But there are things you can do RIGHT NOW to reduce your risk: http://cnn.it/1qLciM9,2014-09-17 13:11:31+00:00
.@drsanjaygupta will continue to chronicle Sandy Halperin's life as his #Alzheimers progresses http://cnn.it/1pWxYyF #SandysStory,2014-09-12 23:10:08+00:00
"As he struggles w/ #Alzheimers, this moment may be all Sandy has http://cnn.it/1pWxYyF #SandysStory @alzassociation http://pbs.twimg.com/media/BxVb0loIQAE00x6.jpg",2014-09-12 20:10:10+00:00
"At times, the memory loss from #Alzheimers is painful, he tells @drsanjaygupta http://cnn.it/1pWxYyF   #SandysStory http://pbs.twimg.com/media/BxVZ0sPIUAAxgeN.jpg",2014-09-12 17:15:10+00:00
"These conversational hiccups aren't abating, they're getting worse http://cnn.it/1pWxYyF  #SandysStory #Alzheimers http://pbs.twimg.com/media/BxVXrOAIAAAB_LN.jpg",2014-09-12 14:45:12+00:00
This is the story of a man trying to face #Alzheimers without shame. Follow his journey w/ #SandysStory http://cnn.it/1pWxYyF,2014-09-12 12:50:01+00:00
"Sensors let #alzheimers patients stay at home, safely http://cnn.it/VLTLSe via @cnntech",2014-08-26 14:39:52+00:00
"Genetics play a bigger role than environmental causes in #autism, a new study suggests http://cnn.it/WxGKwz",2014-07-22 19:24:15+00:00
A smell test could help doctors detect #Alzheimers http://cnn.it/1n1Z1Nu @alzassociation,2014-07-14 15:25:15+00:00
It's time to get your brain in shape for #Alzheimers &amp; #Brain Awareness Month! Workout those neurons... http://cnn.it/1jLHeDR,2014-06-24 20:44:03+00:00
"Cynics have a higher dementia risk than optimists, a new study shows. Find out what else they are prone to get http://www.cnn.com/2014/05/28/health/cynical-dementia/index.html?hpt=hp_t2",2014-05-28 21:20:47+00:00
Could training your brain with games and apps help fight dementia? Researchers are looking for a link: http://cnn.it/1jWxTtz #CNN10,2014-04-28 15:00:37+00:00
"Every 67 seconds, someone in the U.S. develop #Alzheimers.For more scary facts, see this infographic: http://www.cnn.com/2014/03/19/health/alzheimers-facts-infographic/index.html",2014-03-19 16:42:44+00:00
New blood test may be able to predict #Alzheimers disease with 90% accuracy. Would you want to know? http://www.cnn.com/2014/03/09/health/alzheimers-blood-test/index.html,2014-03-10 12:16:35+00:00
"RT @alznyc: #Alzheimers toll may rank with #cancer, heart disease http://ow.ly/ujghc  - @cnnhealth",2014-03-06 19:06:28+00:00
"Study links #alcohol to early death, memory loss #health http://cnn.it/1b4i2UO",2014-01-15 23:07:09+00:00
Study: Vitamin E may help Alzheimer's patients http://cnn.it/JsLSvg,2013-12-31 22:45:39+00:00
"From egg freezing to concussions and Alzheimer's, here are 5 studies you may have missed this week. http://cnn.it/18OhFSU",2013-12-27 17:47:59+00:00
Do you *really* want to know your #Alzheimers risk? http://cnn.it/1i0VTww via @lizlandau,2013-11-11 15:41:35+00:00
".@dallascowboys Tony Dorsett struggles with memory loss, personality changes http://cnn.it/1hqdosl #CTE #TBI #brain @nfl",2013-11-08 19:15:32+00:00
"Omega-3s may not help the aging brain, a new study suggests #health #dementia http://on.cnn.com/16Aj9sg",2013-09-25 21:29:42+00:00
FRUSTRATION doesn't even begin to cover what this #Alzheimers caregiver feels every day http://www.cnn.com/2013/09/19/health/world-alzheimers-report-caregivers/index.html @alzassociation,2013-09-19 21:29:14+00:00
Playing for time: Can music delay #dementia? http://www.cnn.com/2013/08/31/health/music-dementia-link/index.html via @lizlandau,2013-09-02 13:34:53+00:00
RT @AlzNorCalNorNev: Amazing! Great Grams inspires her grandson to hunt for an Alzheimer's cure http://ow.ly/ojqyj via @cnnhealth #ENDA…,2013-08-27 20:43:37+00:00
"Music therapy has found uses in many populations, from #autism to #Alzheimer's http://on.cnn.com/13XdD2S",2013-08-23 21:04:07+00:00
Anemia linked to increased #dementia risk http://thechart.blogs.cnn.com/2013/07/31/anemia-linked-to-increased-risk-of-dementia/ via @tinkertime,2013-07-31 20:16:56+00:00
RT @drsanjaygupta: a rare look inside a village where every resident has severe dementia. entire video is now here. http://on.cnn.com/13X0Hg2 …,2013-07-30 19:14:50+00:00
"By 2050, the # of people living with Alzheimer's is expected to triple. Know the 10 warning signs http://www.cnn.com/2013/07/18/health/alzheimers-warning-signs/index.html",2013-07-18 19:03:28+00:00
'Dementia village' inspires new kind of long-term care http://at.cnn.com/zHbv9d8,2013-07-14 12:11:08+00:00
Welcome to #Dementia Village. Take a tour with @DrSanjayGupta http://at.cnn.com/uGsfiGR,2013-07-10 02:49:19+00:00
RT @MayoClinic: RT @nhanson22 Memory loss: when to seek help: http://mayocl.in/12K5ylL #asksanjay,2013-06-19 18:49:15+00:00
".@nhanson22 Physical exercise is grt for brain health, better than cognitive exercises. Increased bolod flow and decrease inflammation -- SG",2013-06-19 18:48:58+00:00
get this: exercise actually helps prevent alzheimer’s later in life more than brain/memory games. –SG http://on.cnn.com/102JZKw - #AskSanjay,2013-06-19 18:46:30+00:00
BHoloo asked if parkinson’s is same as alzheimer’s. a) it’s a different disease but can have similar memory loss symptoms. -SG #AskSanjay,2013-06-19 18:40:48+00:00
.@C_M_Mullen CTE (chronic traumatic encephalopathy) is related to blows to the head. Similar dementia to Alzheimers. #AskSanjay,2013-06-19 18:40:30+00:00
Hey there! @DrSanjayGupta here. I'm taking over this account until 3p ET to answer your questions about brain health. Let's chat! #AskSanjay,2013-06-19 18:18:33+00:00
Send us your brain health Qs for a live chat with @DrSanjayGupta on Wed. at 2:30 ET http://at.cnn.com/zshgSf1 #AskSanjay,2013-06-18 22:00:08+00:00
Genes linked to #Alzheimer's risk among African Americans http://at.cnn.com/DmP8mlv,2013-04-13 08:21:09+00:00
"Sitting less may prevent #diabetes risk factors, new study says. Are you able to move around at work? http://at.cnn.com/ggp1FYK",2013-03-01 05:00:06+00:00
"Beta blockers may reduce #dementia risk, new @AANPublic study finds http://at.cnn.com/vXlPD6u",2013-01-13 16:35:25+00:00
Loneliness linked to dementia http://at.cnn.com/OrxGoyt,2012-12-14 10:17:32+00:00
"Without a cure, baby boomers may be defined as 'Generation #Alzheimer's' http://at.cnn.com/d2vvEO",2012-11-21 02:08:54+00:00
Alzheimer's Vaccine Shows Promise http://bit.ly/10dj5kk,2013-02-20 23:15:17+00:00
Common Blood Pressure Med May Lower Risk of Dementia http://bit.ly/WJuTnE,2013-02-20 19:45:28+00:00
RT @RMichlerMD: A10: Important to increase awareness of #HeartDisease the risk factors! #healthtalk,2013-02-20 18:58:22+00:00
"RT @TheHeartTruth: A8: @EverydayHealth, decreasing heart disease risk starts with managing risk factors: http://owl.li/hTrms #HealthTalk",2013-02-20 18:52:40+00:00
"RT @foundersheart: @EverydayHealth A8: It's mostly about controlling risk factors; very simply, eat less and move more #HealthTalk #HeartHealth",2013-02-20 18:49:28+00:00
"RT @RMichlerMD: A8: Focus on diet and exercise. Learn your risk factors and reduce their impact. If u have fam history, see your doc annually. #healthtalk",2013-02-20 18:49:07+00:00
RT @RMichlerMD: An American dies every 32 seconds of #HeartDisease. We need to understand risk factors and focus on prevention #healthtalk,2013-02-20 18:12:35+00:00
RT @MontefioreNYC: A1 WATCH: There are 2 risk factors for #heart #disease you can’t change. http://mmcny.org/WDVd5O via @RMichlerMD #HealthTalk,2013-02-20 18:08:58+00:00
"RT @RMichlerMD: A1: Risk factors are: high bp, high cholesterol, diabetes, cig smoking, obesity &amp; fam history of heart disease #healthtalk",2013-02-20 18:08:53+00:00
Q1: How many Americans are affected by heart disease and what are the risk factors? #HealthTalk,2013-02-20 18:05:09+00:00
Alzheimer's questionnaire helps identify memory loss from dementia: http://bit.ly/Hb4fiq,2013-02-11 17:15:29+00:00
The Organized Caregiver: End of Life Caregiving http://bit.ly/Wu67Jr,2013-02-10 11:15:26+00:00
Q2: #Heart disease affects many people but risk factors can be improved through lifestyle changes. Can you guess what they are? #HealthTalk,2013-02-07 17:10:56+00:00
"RT @RachelBegunRD: A1 Fact: high blood pressure, LDL cholesterol and smoking are key risk factors for #heartdisease. so are #diabetes #obesity #healthtalk",2013-02-07 17:10:03+00:00
U.S. #Alzheimer's Population Will Triple by 2050 -- from 4.7 million in 2010 to 13.8 million. http://bit.ly/TLLniZ,2013-02-06 21:30:30+00:00
Daily To-Dos to Combat #Dementia Risk http://bit.ly/TGbw2q,2013-02-05 19:50:41+00:00
RT @EinsteinMed: A5: Other risk factors include having a close relative with diabetes or being over 45 years old. –DrC #healthtalk,2013-02-05 18:33:45+00:00
"RT @EinsteinMed: A2: Type 2 risk factors inc. being overweight/obese, having a family member w/ it, a history of gestational diabetes &amp; age.-DrC #healthtalk",2013-02-05 18:14:41+00:00
Q2: What are risk factors of developing diabetes? #HealthTalk,2013-02-05 18:12:18+00:00
RT @EinsteinMed: @ AdvocateSH Most type 1 cases occur sporadically (without apparent risk factors). -DrC #healthtalk,2013-02-05 18:12:00+00:00
"If you're #fit in midlife, you have a lower risk of dementia/Alzheimer's over age 65: http://bit.ly/WopBA6",2013-02-04 22:49:22+00:00
One more reason to workout: Exercise might help ward off Alzheimer's -- even if you're already at risk: http://trib.al/ZCo0tz,2013-02-04 00:45:12+00:00
The Organized Caregiver: End of Life Caregiving http://bit.ly/Wu67Jr,2013-01-24 00:15:43+00:00
Alzheimer's Vaccine Shows Promise http://bit.ly/10dj5kk,2013-01-16 22:00:04+00:00
Alzheimer's questionnaire helps identify memory loss from dementia: http://bit.ly/Hb4fiq,2013-01-11 17:15:15+00:00
"Despite an ageing population + scant resources, the NHS is the envy of many. But what does the future hold? http://gu.com/p/46qcf/stw",2015-03-25 20:23:27+00:00
"Liz Kendall: challenges facing NHS, ageing population, more ppl w/ long-term conditions, but system based on 1940s model #gdnhealthhustings",2015-03-11 19:39:42+00:00
#DementiaDo #HelloOURaimis #MatExp and more featured in today's list of #NHSChangeDay campaigns http://gu.com/p/46fdn/stw,2015-03-11 12:32:49+00:00
"RT @waterbirthpools: @GdnHealthcare #biguptheNHS still hard not to admire free healthcare system struggling with ageing pop, govt cuts and …",2015-03-09 15:13:59+00:00
RT @sarsgwood: @guardian @dignityindying a very interesting &amp; moving article. With an aging population it's a conversation we can't shy awa…,2015-01-28 14:17:58+00:00
"Every day @royalmarsden I see the impact of #cancer treatment on people’s quality of life, says Hayley Leonard http://bit.ly/1GFZMG3",2015-01-23 11:59:04+00:00
"Today's top @SocietyGuardian story: NHS cannot cope with ageing population, warns top doctor http://gu.com/p/452t4/tw",2015-01-20 08:35:11+00:00
RT @sajajohnson: I'm looking to interview a couple who met and got married after 65. Can anyone help? #journorequest #ageingpopulation,2015-01-19 16:07:06+00:00
RT @nyraksniktaw: @GdnHealthcare Maybe we should also consider older ppl with dementia in long-stay NHS wards?,2014-12-19 12:12:57+00:00
"The #ageingpopulation is the biggest single challenge facing the UK, says Jeremy Hunt #reformhealth",2014-12-02 15:10:11+00:00
"Obesity surgery saves NHS cash and improves quality of life, says study http://gu.com/p/436mk/tw #mentalhealth #NHS",2014-11-13 07:30:06+00:00
"Obesity surgery saves NHS cash and improves quality of life, says study http://gu.com/p/436mk/tw #mentalhealth #NHS",2014-11-12 14:15:10+00:00
"Obesity surgery saves NHS cash and improves quality of life, says study http://gu.com/p/436mk/tw #mentalhealth #NHS",2014-11-11 19:30:12+00:00
"Today's top @SocietyGuardian story: Obesity surgery saves NHS cash and improves quality of life, says study http://gu.com/p/436mk/tw",2014-11-10 07:41:18+00:00
Event: Is silver surfing the solution to social isolation? http://events.arts.ac.uk/apex/EventFormPage?id=a0RD000000BRplkMAD&book=true … #ageingpopulation,2014-10-21 12:45:15+00:00
"The New Old Age Blog: Dementia, but Prettier http://nyti.ms/1zcVIJ6",2014-12-19 17:15:55+00:00
Well: Poor Sleep Tied to Brain Changes of Dementia http://nyti.ms/1Af3SxC,2014-12-16 00:54:49+00:00
"Judge Says Actavis Must Continue to Sell Namenda, a Drug for Alzheimer’s Disease http://nyti.ms/1shJpcB",2014-12-12 03:43:26+00:00
Business Briefing: Biogen Idec Alzheimer’s Drug to Receive Late-Stage Study http://nyti.ms/1FL3NU1,2014-12-03 02:27:37+00:00
"Msgr. William B. O’Brien, 90, Is Dead; Helped Start Drug Rehabilitation Agency http://nyti.ms/1pMoHdY",2014-10-26 03:01:48+00:00
RT @SeniorsLaw: Is It Really Dementia? http://newoldage.blogs.nytimes.com/2014/10/21/is-it-really-dementia/?_php=true&_type=blogs&mabReward=RI%3A9&action=click&pgtype=Homepage&region=CColumn&module=Recommendation&src=rechp&WT.nav=RecEngine&_r=0 by @paula_span @TheNewOldAge,2014-10-22 15:42:54+00:00
The New Old Age Blog: Is It Really Dementia? http://nyti.ms/1Dx7BJ8,2014-10-21 17:47:11+00:00
Researchers Replicate Alzheimer’s Brain Cells in a Petri Dish http://nyti.ms/1rp5f6q,2014-10-12 20:08:19+00:00
Untangling the troubling relationship between anxiety drugs and Alzheimer’s disease. http://nyti.ms/1BrDD6C,2014-09-28 20:22:20+00:00
RT @paula_span: Can taking #benzos for insomnia or anxiety increase risks of #Alzheimers? Study says yes. http://newoldage.blogs.nytimes.com/2014/09/24/study-links-anxiety-drugs-to-alzheimers-disease/,2014-09-25 16:52:02+00:00
The New Old Age Blog: Study Links Anxiety Drugs to Alzheimer’s Disease http://nyti.ms/1xdwqsX,2014-09-24 09:19:07+00:00
New York Files an Antitrust Suit Against the Maker of an Alzheimer’s Drug  http://nyti.ms/1phzawp,2014-09-16 05:04:30+00:00
"RT @paula_span: Most elderly nursing home patients with advanced dementia still getting meds of ""questionable benefit.""  Why? http://t.co/q…",2014-09-09 14:33:34+00:00
Q&amp;A: Exploring the Connection Between Alcohol and Dementia http://nyti.ms/Zf1omc,2014-09-08 21:42:39+00:00
The New Old Age Blog: A Picture of Dementia http://nyti.ms/1CzgIJM,2014-09-05 19:55:46+00:00
"If you're basking in the sun today, you may be helping ward off Alzheimer’s http://nyti.ms/1mVEpSf",2014-08-17 21:12:02+00:00
"As you're basking in the sun this weekend, you may be helping ward off Alzheimer’s  and other forms of dementia. http://nyti.ms/1oxkBKm",2014-08-16 17:15:11+00:00
RT @jimgorman: Must-read if you follow epigenetics. Society: Don't blame the mothers http://www.nature.com/news/society-don-t-blame-the-mothers-1.15693,2014-08-15 15:23:44+00:00
"RT @cslnyt: Gorgeous essay abt daughter and her father, who has Alzheimer's http://nyti.ms/1uX2Zrc @RebeccaRotert",2014-08-15 14:37:33+00:00
"Low vitamin D is associated with an increased risk for Alzheimer’s disease and other forms of dementia,  http://nyti.ms/1oxkBKm",2014-08-14 17:30:09+00:00
Well: Vitamin D Tied to Alzheimer’s Risk http://nyti.ms/1vN02xC,2014-08-14 15:19:10+00:00
The absence of a gene may help fight Alzheimer’s http://nyti.ms/1osodNN,2014-08-13 00:41:04+00:00
A man with a rare genetic condition could be the key to solving the Alzheimer’s riddle. http://nyti.ms/1kXwbOD,2014-08-12 22:00:06+00:00
"Well: Absence of Gene May Help Fight Alzheimer’s, Study Finds http://nyti.ms/1pLsOZC",2014-08-11 21:23:35+00:00
"Before Albert J. Stunkard, few scientists had truly considered that some people are obese because of their genetics  http://nyti.ms/1na5Ue9",2014-07-21 14:15:34+00:00
"RT @paula_span: We're going to be hearing more about stress reduction and ""lifestyle modification"" to prevent or delay dementia. http://t.c…",2014-07-16 18:03:04+00:00
Roche Reports Mixed Results in Trial of an Alzheimer’s Drug http://nyti.ms/Why8Kv,2014-07-16 15:23:48+00:00
"The New Old Age Blog: Small Changes, and Hopes, for Preventing Dementia http://nyti.ms/1mIolXI",2014-07-15 22:04:33+00:00
RT @nytimes: Moderate exercise may help to slow the progression of Alzheimer's disease http://nyti.ms/1mK6rip,2014-07-02 17:59:27+00:00
Well: Can Exercise Reduce Alzheimer’s Risk? http://nyti.ms/TBzWfc,2014-07-02 04:21:47+00:00
Your Money Adviser: A Test for the Early Detection of Alzheimer’s Disease http://nyti.ms/TcnLp4,2014-06-20 03:04:17+00:00
"RT @paula_span: Q.E.D.: some New Old Age commenters ""grossed out"" by idea of elders, perhaps w/dementia, having  sexual lives. http://t.co/…",2014-06-11 21:26:42+00:00
Well: The Silence of Doctors Around Alzheimer’s http://nyti.ms/1osZtl4,2014-05-08 10:07:12+00:00
RT @cslnyt: Exciting! Protein May Hold Key to Who Gets Alzheimer’s @PamBelluck  http://nyti.ms/1lPqj5N,2014-03-20 14:30:27+00:00
"Fetal Gene May Protect Brain From Alzheimer’s, Study Finds http://nyti.ms/1eSy3Ps",2014-03-19 18:10:21+00:00
Well: The Genetics of Being a Daredevil http://nyti.ms/1c22Ubm,2014-02-19 05:19:49+00:00
"Books: ‘The Answer to the Riddle Is Me,’ a Debut, Takes On Memory Loss http://nyti.ms/1bYQeSt",2014-02-17 19:29:08+00:00
Well: Caring for the Alzheimer’s Caregiver http://nyti.ms/1f9aeGr,2014-02-17 05:13:46+00:00
"Sports of The Times: For a Cowboys Star With Dementia, Time Is Running Out http://nyti.ms/L08FP5",2014-01-27 04:09:56+00:00
"RT @paula_span: Musings on quality of life in old age, even with serious illness, and on whether the generation gap lives. http://t.co/9AdQ…",2014-01-14 17:33:44+00:00
RT @paula_span: High dose Vitamin E preserves function in Alzheimer's patients. Some. Modestly. For a while. @PamBelluck explains. http://t…,2014-01-02 18:37:01+00:00
The New Old Age Blog: Study: Vitamin E May Help Slow Alzheimer’s Decline http://nyti.ms/1cGcIuC,2013-12-31 21:07:42+00:00
"RT @paula_span: Gender, work &amp; caregiving: Women caregivers less likely to be in labor force.  Men: no effect.  Hmmm. http://newoldage.blogs.nytimes.com/2013/11/21/work-women-and-caregiving/",2013-11-21 18:47:52+00:00
"The New Old Age Blog: Work, Women and Caregiving http://nyti.ms/1joLHf6",2013-11-21 10:21:18+00:00
"Frederick Sanger, 95, Two-Time Winner of Nobel and Pioneer in Genetics, Dies http://nyti.ms/1aSO5FU",2013-11-21 04:05:39+00:00
"RT @celiadugger: Yes, there's insurance parity now for mental illness but shortage of docs, $ &amp; social supports. http://nyti.ms/1euoOJs",2013-11-11 15:29:56+00:00
RT @paula_span: Could caregiving for an elderly family member actually be good for your health? Yeah. Sometimes. http://newoldage.blogs.nytimes.com/2013/10/31/are-caregivers-healthier/,2013-10-31 17:41:13+00:00
"RT @paula_span: Elderly men w/ dementia, exhausted second wives as caregivers, and stepchildren: Not a happy picture. http://newoldage.blogs.nytimes.com/2013/10/15/study-finds-wives-often-struggle-with-stepchildren-over-caregiving/",2013-10-16 14:43:12+00:00
The New Old Age Blog: Study Finds Wives Often Struggle With Stepchildren Over Caregiving http://nyti.ms/GZQM1W,2013-10-15 17:59:35+00:00
The New Old Age Blog: A New Way to Pay for Long-Term Care http://nyti.ms/1bHBlJi,2013-10-09 17:58:43+00:00
The New Old Age Blog: No Easy Answers on Financing Long-Term Care http://nyti.ms/1aOP0u9,2013-09-19 21:21:23+00:00
$33 Million Grant for Effort to Prevent Early-Onset Alzheimer’s http://nyti.ms/1eQh2KV,2013-09-18 15:41:19+00:00
. @PamBelluck writes about $33 million worth of hope for Alzheimer's prevention. http://nyti.ms/19eXHKT,2013-09-18 15:40:37+00:00
